"key","format","code"
"PORT_1","HEX","3;0xFF20DF;32;0"
"PORT_2","HEX","3;0xFFA05F;32;0"
"PORT_3","HEX","3;0xFF609F;32;0"
"PORT_4","HEX","3;0xFF7887;32;0"
"PORT_5","HEX","3;0xFFE01F;32;0"
"PORT_6","HEX","3;0xFF10EF;32;0"
"PORT_7","HEX","3;0xFF906F;32;0"
"PORT_8","HEX","3;0xFFD827;32;0"
"PORT_8","HEX","3;0xFFD827;32;0"
"PORT_UP","HEX","3;0xFF38C7;32;0"
"PORT_DOWN","HEX","3;0xFFB847;32;0"
"HDMI_ON/OFF","HEX","3;0xFFF00F;32;0"
